node_id,rate,budget_save,user_num,budget
4.0,0.5227392978907882,31.797125777724908,7,300
0.0,0.5947710198964178,27.22394050795998,6,300
1.0,0.5257447598740892,30.259045150294938,6,300
2.0,0.4895380243628047,32.10452032665354,5,300
3.0,0.774907426451545,22.501308465394786,6,300
4.0,0.5101020514433643,30.811185549696702,6,300
0.0,0.44180742806051154,34.75744538771331,5,300
1.0,0.5654284189959111,27.05983338567121,6,300
2.0,0.4762770634336183,32.61109567035263,6,300
3.0,0.530958424017657,29.206205494867426,5,300
4.0,0.6734013676289097,23.665420061395462,7,300
0.0,0.6106685892861698,40.36839050417684,6,400
1.0,0.4454362222371918,57.50074749724101,6,400
2.0,0.5364731476417544,48.06145219791507,6,400
3.0,0.46458738652636633,55.515031324950726,5,400
4.0,0.7251262916254892,41.90437847571634,8,400
0.0,0.5695779305208237,49.06631171701574,7,400
1.0,0.43373527594867956,57.60611500380251,6,400
2.0,0.5112698670460938,49.718520418048925,6,400
3.0,0.6258342613226059,38.063883652373214,6,400
4.0,0.587689437438234,48.19516920875973,7,400
0.0,0.6771834478906178,42.73034695403591,7,400
1.0,0.5127864439690457,49.6545842121848,6,400
2.0,0.4486380499163911,56.19229605360487,6,400
3.0,0.7316718427000253,37.58455740698201,7,400
4.0,0.44622507580546167,56.438215373192435,6,400
0.0,0.5411685322588764,48.91486830937602,6,400
1.0,0.6074463595179154,42.115431059454025,6,400
2.0,0.5477042686787453,49.54668116643546,6,400
3.0,0.8211145618000169,30.15314991597009,7,400
4.0,0.4074537055122941,63.169869548764396,6,400
0.0,0.4371127064294683,56.14871511174606,6,400
1.0,0.4104739330559187,58.80596624205672,6,400
2.0,0.6846770363126538,37.55131874611502,7,400
3.0,0.5468627875208952,45.20100656141724,5,400
4.0,0.5393241679638249,45.95299333866493,6,400
0.0,0.4748433817572033,72.48169723671143,6,500
1.0,0.35981560033552007,88.35773980609672,6,500
2.0,0.6101282262076414,55.01015705365154,6,500
3.0,0.5726047886713439,58.98874589374721,6,500
4.0,0.5615684520678031,67.77166000979324,7,500
0.0,0.44180742806051154,81.83109432112018,6,500
1.0,0.5513225262955181,65.77616850561313,6,500
2.0,0.500857878813201,74.50484219256377,6,500
3.0,0.7661909611099976,41.80888561706432,6,500
4.0,0.6170291568974647,64.82900936363828,7,500
0.0,0.6460746436114857,56.753070379554565,6,500
1.0,0.6479567835769191,62.99484176288848,7,500
2.0,0.42928616127319486,85.92166495460184,6,500
3.0,0.6222875873542588,56.865064707283075,6,500
4.0,0.5628374317132,65.81535819567203,6,500
0.0,0.48394206771556725,76.5951555772553,6,500
1.0,0.7080309919882861,52.52724298802922,7,500
2.0,0.5327894326048326,69.34505577417723,6,500
3.0,0.6440973915989563,58.11940147040424,6,500
4.0,0.48683985605531155,77.12314419013389,6,500
0.0,0.5231683514565842,71.18515578365167,6,500
1.0,0.5067671051880357,73.63366203158868,6,500
2.0,0.5737204136786682,70.65589077820846,7,500
3.0,0.566410332226424,64.72965488118913,6,500
4.0,0.6551973189070466,58.245636525362116,7,500
0.0,0.5659250610417841,87.41802985823448,6,600
1.0,0.4360560427797405,112.3241704311409,6,600
2.0,0.6220355269907727,75.28149799222574,6,600
3.0,0.5820685861691339,83.24195827375635,6,600
4.0,0.6802778984458187,76.8543434446426,7,600
0.0,0.6804608581755676,78.28689973501632,7,600
1.0,0.47333402504022726,111.03260046536548,6,600
2.0,0.7191848599930145,74.40882936146885,7,600
3.0,0.7219112851384772,59.13037369865883,6,600
4.0,0.5022271825643974,104.9412967394905,6,600
0.0,0.3861253342390175,118.59406742225937,6,600
1.0,0.5041152963195352,103.88853607501875,7,600
2.0,0.6343303598679735,70.64349186381949,6,600
3.0,0.7267479795744107,54.64220888074592,6,600
4.0,0.6041885970987362,79.1316957581568,6,600
0.0,0.487010823957423,96.14588857905095,6,600
1.0,0.45799401128467343,101.58430203579378,6,600
2.0,0.5101020514433644,96.09093236502727,6,600
3.0,0.6170291568974648,71.77748328729938,6,600
4.0,0.6802778984458187,68.15139373282852,7,600
0.0,0.5047594948969372,102.3111320981911,6,600
1.0,0.5557286311494652,89.87313310361945,6,600
2.0,0.7707153983115557,63.05027606401372,7,600
3.0,0.6555197151262984,69.6860627641359,6,600
4.0,0.46251615011343006,108.72939597004009,6,600
0.0,0.5695779305208237,107.22207301703266,6,700
1.0,0.4872126954846374,133.5032387567871,6,700
2.0,0.6846770363126538,91.09165081100718,7,700
3.0,0.696684982237938,80.33528485342005,6,700
4.0,0.5466176497088185,114.45775256175293,6,700
0.0,0.624430257370289,104.7958449575118,6,700
1.0,0.609120369875966,116.97308455628172,7,700
2.0,0.6115966750179103,105.27969866622675,6,700
3.0,0.7443961398309225,98.48014054795551,7,700
4.0,0.6456618062421784,97.73123127202433,6,700
0.0,0.4115139853202252,138.53092810418752,6,700
1.0,0.5182000959516662,113.4167783148476,6,700
2.0,0.705284640954797,79.18158087888771,7,700
3.0,0.5395654226711465,108.3873324726905,6,700
4.0,0.683772233983162,93.83338022938644,7,700
0.0,0.50263854084516,112.58710764783443,6,700
1.0,0.38329272028582384,139.6032756666956,6,700
2.0,0.7562202399119824,69.7190648890244,7,700
3.0,0.6459755187372865,92.4146682044976,7,700
4.0,0.4900980486407215,115.42588359194794,6,700
0.0,0.5896086591659384,101.24298430859314,6,700
1.0,0.6057794575804378,103.16115451675115,7,700
2.0,0.6358964040668802,88.45242355632004,6,700
3.0,0.40222635276106944,145.21836210070376,6,700
4.0,0.7113248654051871,89.075075517632,7,700
0.0,0.6431128735123224,117.69947478686807,7,800
1.0,0.49885377285306587,144.71748874950876,6,800
2.0,0.49403557437305934,143.32910406868072,6,800
3.0,0.7078813026639115,82.75109681676068,6,800
4.0,0.48900967610813695,144.75283557818173,6,800
0.0,0.5683568725513122,134.15797810453893,7,800
1.0,0.4640773239038132,147.73696787241343,6,800
2.0,0.5845828258588379,114.51740418374565,6,800
3.0,0.5820685861691339,115.21050071581827,6,800
4.0,0.5478446677916489,126.32714912348351,6,800
0.0,0.42968152941120963,166.20454886961278,6,800
1.0,0.6024666216715306,127.73924858479441,7,800
2.0,0.5553492542294731,129.58194485447876,6,800
3.0,0.6944949536696107,101.51156732095656,7,800
4.0,0.6456618062421784,103.26269037015776,6,800
0.0,0.5896086591659384,114.19863815726143,6,800
1.0,0.46653007213674524,149.80936012573736,6,800
2.0,0.6,126.56044614986858,7,800
3.0,0.7966939909069746,86.21808108207165,7,800
4.0,0.4522774424948339,152.41347448506113,6,800
0.0,0.4649151567520491,145.05064025506562,6,800
1.0,0.5127864439690457,135.13930587321272,6,800
2.0,0.6145503553362275,119.48611343847284,7,800
3.0,0.5901219693616161,111.10961471026616,6,800
4.0,0.5679506201061426,124.22432572298285,6,800
